Order ID,Customer ID,Product ID,Sales Representative,Order Date,Quantity Sold,Unit Price,Revenue,Discount,Profit,Sales Status
ORD-00706,CUST-0073,PROD-0017,Michael Brown,2023-03-17,9,863.33,6759.9,0.13,1559.73,Cancelled
ORD-00707,CUST-0126,PROD-0049,Ashley Taylor,2024-01-25,18,508.16,7226.01,0.21,2147.76,Completed
ORD-00708,CUST-0039,PROD-0004,Ashley Taylor,2022-07-13,2,47.07,82.84,0.12,12.35,Refunded
ORD-00709,CUST-0230,PROD-0032,Ashley Taylor,2022-04-29,12,286.6,2579.36,0.25,691.93,Refunded
ORD-00710,CUST-0217,PROD-0047,David Wilson,2022-04-26,4,619.85,2256.25,0.09,363.53,Pending
ORD-00711,CUST-0044,PROD-0048,Emily Davis,2024-05-04,9,71.97,557.09,0.14,166.54,Completed
ORD-00712,CUST-0197,PROD-0037,Sarah Johnson,2023-06-23,3,224.94,634.34,0.06,158.23,Cancelled
ORD-00713,CUST-0073,PROD-0044,Sarah Johnson,2022-01-27,4,516.88,1860.77,0.1,515.62,Cancelled
ORD-00714,CUST-0008,PROD-0006,John Smith,2022-06-07,16,536.79,7643.89,0.11,2954.83,Cancelled
ORD-00715,CUST-0168,PROD-0040,Michael Brown,2022-02-14,11,37.7,315.18,0.24,126.06,Pending
ORD-00716,CUST-0013,PROD-0042,James Anderson,2024-06-02,2,79.67,129.06,0.19,34.09,Completed
ORD-00717,CUST-0066,PROD-0012,Michael Brown,2023-02-13,13,632.17,8053.9,0.02,2864.8,Refunded
ORD-00718,CUST-0104,PROD-0019,James Anderson,2024-03-09,5,553.81,2685.99,0.03,664.12,Cancelled
ORD-00719,CUST-0155,PROD-0009,Ashley Taylor,2023-12-03,4,736.91,2328.65,0.21,591.0,Refunded
ORD-00720,CUST-0122,PROD-0018,Jessica Martinez,2023-02-02,14,77.95,1069.44,0.02,242.51,Pending
ORD-00721,CUST-0162,PROD-0028,Emily Davis,2023-03-21,17,164.93,2551.42,0.09,609.94,Pending
ORD-00722,CUST-0135,PROD-0041,Ashley Taylor,2023-05-23,3,266.22,742.75,0.07,171.73,Cancelled
ORD-00723,CUST-0033,PROD-0044,John Smith,2022-06-02,8,502.6,3498.09,0.13,659.9,Completed
ORD-00724,CUST-0132,PROD-0007,David Wilson,2022-02-16,14,193.03,2648.34,0.02,789.88,Cancelled
ORD-00725,CUST-0150,PROD-0006,Michael Brown,2022-09-18,1,608.23,589.98,0.03,176.09,Pending
ORD-00726,CUST-0101,PROD-0003,Ashley Taylor,2024-05-13,10,436.49,4015.72,0.08,1273.9,Cancelled
ORD-00727,CUST-0248,PROD-0012,Sarah Johnson,2022-12-16,3,623.43,1514.93,0.19,426.02,Refunded
ORD-00728,CUST-0005,PROD-0001,James Anderson,2023-07-02,1,300.49,288.47,0.04,70.14,Refunded
ORD-00729,CUST-0159,PROD-0040,Michael Brown,2022-11-07,13,29.78,309.68,0.2,39.11,Completed
ORD-00730,CUST-0029,PROD-0002,Michael Brown,2022-07-15,7,608.85,3366.96,0.21,548.04,Pending
ORD-00731,CUST-0216,PROD-0041,Ashley Taylor,2023-03-23,18,288.65,4935.83,0.05,939.17,Pending
ORD-00732,CUST-0109,PROD-0002,Ashley Taylor,2023-05-01,5,470.64,1929.64,0.18,450.72,Refunded
ORD-00733,CUST-0221,PROD-0029,James Anderson,2022-01-21,7,795.42,5178.17,0.07,1806.33,Completed
ORD-00734,CUST-0003,PROD-0007,David Wilson,2022-12-08,14,202.79,2157.69,0.24,765.08,Completed
ORD-00735,CUST-0103,PROD-0032,Ashley Taylor,2023-05-15,20,357.95,5512.5,0.23,2048.01,Pending
ORD-00736,CUST-0016,PROD-0034,James Anderson,2024-01-02,19,439.11,7675.58,0.08,913.8,Refunded
ORD-00737,CUST-0127,PROD-0040,Michael Brown,2022-04-30,12,37.54,400.93,0.11,92.56,Cancelled
ORD-00738,CUST-0050,PROD-0031,Jessica Martinez,2024-01-14,8,122.52,852.71,0.13,235.6,Refunded
ORD-00739,CUST-0227,PROD-0019,Jessica Martinez,2022-05-15,13,570.58,5637.35,0.24,1972.65,Refunded
ORD-00740,CUST-0249,PROD-0011,Ashley Taylor,2024-03-29,10,193.5,1606.07,0.17,202.14,Pending
ORD-00741,CUST-0052,PROD-0011,Ashley Taylor,2022-06-27,4,192.25,615.19,0.2,235.57,Cancelled
ORD-00742,CUST-0054,PROD-0036,Michael Brown,2022-08-29,1,449.05,408.64,0.09,72.84,Pending
ORD-00743,CUST-0221,PROD-0033,Emily Davis,2024-04-27,3,114.03,314.72,0.08,42.23,Completed
ORD-00744,CUST-0058,PROD-0032,David Wilson,2023-07-30,11,319.37,2810.44,0.2,929.73,Pending
ORD-00745,CUST-0177,PROD-0033,Ashley Taylor,2024-05-23,4,148.57,487.32,0.18,184.2,Refunded
ORD-00746,CUST-0194,PROD-0008,Sarah Johnson,2024-05-11,20,895.65,15225.97,0.15,5443.53,Completed
ORD-00747,CUST-0027,PROD-0011,David Wilson,2023-06-04,7,194.13,1046.38,0.23,153.93,Refunded
ORD-00748,CUST-0130,PROD-0032,Michael Brown,2024-02-20,4,391.05,1501.65,0.04,314.03,Completed
ORD-00749,CUST-0052,PROD-0029,Jessica Martinez,2024-05-18,1,920.61,865.37,0.06,296.6,Cancelled
ORD-00750,CUST-0044,PROD-0006,Michael Brown,2023-06-02,14,491.8,6265.56,0.09,1876.53,Refunded
ORD-00751,CUST-0059,PROD-0009,Jessica Martinez,2024-03-17,14,884.13,9530.87,0.23,3520.89,Completed
ORD-00752,CUST-0038,PROD-0050,Jessica Martinez,2023-03-30,17,62.21,803.77,0.24,100.82,Refunded
ORD-00753,CUST-0043,PROD-0028,John Smith,2024-03-01,2,162.26,269.36,0.17,78.77,Cancelled
ORD-00754,CUST-0103,PROD-0044,Jessica Martinez,2023-03-06,10,465.79,3819.52,0.18,741.4,Completed
ORD-00755,CUST-0072,PROD-0034,Emily Davis,2024-04-26,5,577.52,2367.82,0.18,553.73,Refunded
ORD-00756,CUST-0089,PROD-0042,Jessica Martinez,2023-12-16,7,84.19,459.69,0.22,57.59,Refunded
ORD-00757,CUST-0185,PROD-0048,Sarah Johnson,2024-01-13,17,83.27,1061.64,0.25,196.59,Cancelled
ORD-00758,CUST-0088,PROD-0049,David Wilson,2023-06-18,1,451.25,446.74,0.01,151.44,Pending
ORD-00759,CUST-0199,PROD-0020,Jessica Martinez,2024-05-02,17,466.1,7686.01,0.03,906.82,Cancelled
ORD-00760,CUST-0130,PROD-0023,John Smith,2023-10-05,4,75.85,270.03,0.11,73.38,Refunded
ORD-00761,CUST-0061,PROD-0048,Emily Davis,2022-12-14,19,86.59,1349.0,0.18,514.32,Cancelled
ORD-00762,CUST-0073,PROD-0043,Emily Davis,2022-11-03,19,89.77,1415.63,0.17,444.94,Completed
ORD-00763,CUST-0133,PROD-0038,James Anderson,2022-12-02,12,98.7,1054.11,0.11,151.76,Refunded
ORD-00764,CUST-0024,PROD-0004,Jessica Martinez,2022-03-25,5,51.47,226.46,0.12,52.96,Refunded
ORD-00765,CUST-0144,PROD-0034,Ashley Taylor,2023-08-26,9,616.94,4719.55,0.15,1373.1,Refunded
ORD-00766,CUST-0250,PROD-0027,Ashley Taylor,2024-01-20,5,797.88,3470.8,0.13,851.84,Pending
ORD-00767,CUST-0132,PROD-0034,Michael Brown,2023-12-23,7,462.29,2880.04,0.11,316.18,Cancelled
ORD-00768,CUST-0155,PROD-0027,Michael Brown,2022-05-02,12,585.55,6042.83,0.14,677.31,Completed
ORD-00769,CUST-0079,PROD-0024,James Anderson,2023-01-16,16,59.57,943.57,0.01,134.8,Completed
ORD-00770,CUST-0228,PROD-0019,Sarah Johnson,2022-11-09,16,458.37,7333.93,0.0,1938.07,Completed
ORD-00771,CUST-0124,PROD-0037,Ashley Taylor,2023-03-04,15,239.2,2762.74,0.23,923.87,Pending
ORD-00772,CUST-0036,PROD-0033,Jessica Martinez,2024-02-20,15,150.52,1873.93,0.17,271.15,Completed
ORD-00773,CUST-0160,PROD-0043,John Smith,2024-03-30,13,84.29,1030.03,0.06,225.18,Refunded
ORD-00774,CUST-0072,PROD-0042,David Wilson,2024-01-24,6,72.43,356.35,0.18,96.78,Completed
ORD-00775,CUST-0144,PROD-0006,Emily Davis,2023-10-22,20,474.76,8165.81,0.14,2672.54,Refunded
ORD-00776,CUST-0230,PROD-0002,Emily Davis,2023-05-30,18,471.55,8148.47,0.04,861.23,Pending
ORD-00777,CUST-0181,PROD-0038,John Smith,2024-04-29,18,110.82,1695.52,0.15,373.93,Refunded
ORD-00778,CUST-0240,PROD-0002,Jessica Martinez,2024-06-01,6,523.94,2829.28,0.1,1012.58,Refunded
ORD-00779,CUST-0024,PROD-0008,David Wilson,2022-09-21,18,897.27,15504.77,0.04,2220.44,Completed
ORD-00780,CUST-0079,PROD-0027,John Smith,2022-06-07,2,754.67,1282.94,0.15,253.49,Completed
ORD-00781,CUST-0100,PROD-0007,Sarah Johnson,2022-11-02,14,177.49,1938.17,0.22,343.79,Completed
ORD-00782,CUST-0062,PROD-0049,James Anderson,2022-07-27,8,444.25,3127.52,0.12,1018.69,Completed
ORD-00783,CUST-0016,PROD-0021,Emily Davis,2022-10-03,14,375.88,5157.14,0.02,560.44,Completed
ORD-00784,CUST-0142,PROD-0038,Michael Brown,2022-10-03,8,121.93,790.14,0.19,233.46,Cancelled
ORD-00785,CUST-0105,PROD-0029,Jessica Martinez,2023-08-05,17,632.15,10209.25,0.05,3985.42,Pending
ORD-00786,CUST-0063,PROD-0035,Ashley Taylor,2024-03-11,18,129.36,2072.32,0.11,207.85,Cancelled
ORD-00787,CUST-0249,PROD-0011,James Anderson,2023-10-31,16,145.01,2157.68,0.07,378.17,Cancelled
ORD-00788,CUST-0162,PROD-0014,Sarah Johnson,2024-05-12,17,163.06,2578.02,0.07,382.64,Cancelled
ORD-00789,CUST-0102,PROD-0045,James Anderson,2022-04-02,5,174.33,714.74,0.18,285.64,Pending
ORD-00790,CUST-0130,PROD-0021,Ashley Taylor,2023-09-18,11,443.73,4100.07,0.16,1614.99,Cancelled
ORD-00791,CUST-0170,PROD-0021,Michael Brown,2022-09-09,15,355.94,4057.74,0.24,805.61,Completed
ORD-00792,CUST-0122,PROD-0001,Ashley Taylor,2023-09-16,6,368.07,1987.58,0.1,732.58,Refunded
ORD-00793,CUST-0021,PROD-0042,Ashley Taylor,2023-07-06,18,93.38,1664.0,0.01,581.78,Completed
ORD-00794,CUST-0249,PROD-0025,John Smith,2022-12-28,12,823.23,8890.92,0.1,3127.33,Completed
ORD-00795,CUST-0095,PROD-0013,Jessica Martinez,2023-04-19,8,538.01,3486.33,0.19,1141.86,Pending
ORD-00796,CUST-0209,PROD-0040,Jessica Martinez,2022-04-03,8,33.33,250.63,0.06,62.19,Completed
ORD-00797,CUST-0127,PROD-0046,James Anderson,2022-10-15,7,173.74,1216.21,0.0,480.74,Completed
ORD-00798,CUST-0072,PROD-0037,Michael Brown,2024-06-09,6,260.24,1342.84,0.14,400.1,Completed
ORD-00799,CUST-0033,PROD-0048,David Wilson,2023-08-26,9,58.48,405.25,0.23,144.53,Pending
ORD-00800,CUST-0174,PROD-0002,Ashley Taylor,2024-05-18,18,679.42,10395.14,0.15,3162.24,Completed
ORD-00801,CUST-0165,PROD-0044,James Anderson,2023-03-14,2,509.91,805.66,0.21,158.63,Cancelled
ORD-00802,CUST-0175,PROD-0034,Emily Davis,2022-05-05,12,543.86,5677.87,0.13,641.82,Completed
ORD-00803,CUST-0236,PROD-0027,Sarah Johnson,2022-10-12,11,711.16,7822.76,0.0,1238.99,Completed
ORD-00804,CUST-0058,PROD-0045,Jessica Martinez,2024-01-26,3,200.81,463.88,0.23,73.79,Cancelled
ORD-00805,CUST-0161,PROD-0041,Jessica Martinez,2022-03-06,16,207.7,2957.65,0.11,317.08,Cancelled
ORD-00806,CUST-0028,PROD-0031,Emily Davis,2022-09-11,11,116.64,1013.64,0.21,351.22,Completed
ORD-00807,CUST-0154,PROD-0040,Sarah Johnson,2024-03-05,4,30.82,103.56,0.16,28.34,Completed
ORD-00808,CUST-0097,PROD-0021,Ashley Taylor,2022-02-04,3,444.73,1067.34,0.2,126.59,Completed
ORD-00809,CUST-0157,PROD-0041,David Wilson,2022-11-05,4,243.32,807.83,0.17,216.32,Refunded
ORD-00810,CUST-0025,PROD-0040,John Smith,2023-02-16,8,35.03,218.59,0.22,73.5,Refunded
ORD-00811,CUST-0119,PROD-0028,John Smith,2023-01-29,20,231.49,4490.83,0.03,1326.04,Refunded
ORD-00812,CUST-0085,PROD-0038,Emily Davis,2023-06-14,4,98.7,394.78,0.0,123.96,Pending
ORD-00813,CUST-0131,PROD-0017,Emily Davis,2023-10-15,16,773.32,10145.94,0.18,2367.93,Pending
ORD-00814,CUST-0012,PROD-0004,Jessica Martinez,2024-03-27,19,44.77,756.99,0.11,293.65,Cancelled
ORD-00815,CUST-0227,PROD-0035,David Wilson,2023-08-21,5,121.2,533.3,0.12,149.86,Cancelled
ORD-00816,CUST-0133,PROD-0038,John Smith,2022-01-09,5,121.1,599.43,0.01,151.14,Refunded
ORD-00817,CUST-0051,PROD-0013,Ashley Taylor,2022-12-19,7,583.82,3269.4,0.2,661.94,Refunded
ORD-00818,CUST-0178,PROD-0022,James Anderson,2023-09-07,19,309.4,4467.72,0.24,1272.54,Cancelled
ORD-00819,CUST-0027,PROD-0030,Emily Davis,2022-06-16,2,883.07,1554.21,0.12,584.36,Pending
ORD-00820,CUST-0160,PROD-0014,James Anderson,2023-04-23,11,139.95,1231.58,0.2,262.05,Pending
ORD-00821,CUST-0002,PROD-0024,David Wilson,2024-04-25,12,51.48,611.58,0.01,82.29,Refunded
ORD-00822,CUST-0162,PROD-0038,Emily Davis,2022-07-19,12,133.38,1584.51,0.01,172.56,Cancelled
ORD-00823,CUST-0057,PROD-0017,Emily Davis,2022-06-28,11,900.35,7824.03,0.21,1359.73,Completed
ORD-00824,CUST-0216,PROD-0017,Sarah Johnson,2022-06-30,1,967.39,764.24,0.21,107.89,Cancelled
ORD-00825,CUST-0079,PROD-0030,James Anderson,2022-08-04,12,677.6,6748.93,0.17,2580.44,Completed
ORD-00826,CUST-0037,PROD-0009,Jessica Martinez,2022-05-02,7,881.84,5370.41,0.13,1655.73,Refunded
ORD-00827,CUST-0063,PROD-0003,Michael Brown,2023-10-14,19,589.41,10638.79,0.05,2772.9,Cancelled
ORD-00828,CUST-0014,PROD-0041,Ashley Taylor,2022-09-11,5,281.99,1113.87,0.21,434.98,Pending
ORD-00829,CUST-0021,PROD-0031,Jessica Martinez,2024-01-15,20,147.41,2889.16,0.02,729.76,Refunded
ORD-00830,CUST-0119,PROD-0012,Ashley Taylor,2023-06-16,12,656.81,6857.14,0.13,1679.92,Refunded
ORD-00831,CUST-0149,PROD-0026,Emily Davis,2022-10-02,19,284.88,4546.72,0.16,737.3,Refunded
ORD-00832,CUST-0061,PROD-0026,Jessica Martinez,2024-06-02,14,236.99,2587.9,0.22,702.38,Cancelled
ORD-00833,CUST-0022,PROD-0009,John Smith,2023-07-18,10,867.45,7720.31,0.11,1586.31,Refunded
ORD-00834,CUST-0160,PROD-0022,Ashley Taylor,2023-06-09,15,260.76,3481.12,0.11,731.92,Cancelled
ORD-00835,CUST-0098,PROD-0002,Sarah Johnson,2022-10-07,8,485.69,3613.55,0.07,443.62,Cancelled
ORD-00836,CUST-0129,PROD-0033,Sarah Johnson,2024-05-12,3,145.1,348.23,0.2,131.62,Completed
ORD-00837,CUST-0093,PROD-0003,David Wilson,2022-03-15,11,540.58,5649.07,0.05,1122.88,Cancelled
ORD-00838,CUST-0181,PROD-0039,David Wilson,2022-07-15,18,709.1,9828.16,0.23,1007.98,Cancelled
ORD-00839,CUST-0089,PROD-0026,Michael Brown,2024-04-22,19,320.01,4925.01,0.19,510.07,Refunded
ORD-00840,CUST-0059,PROD-0047,Ashley Taylor,2022-08-22,16,593.06,8919.57,0.06,2462.7,Refunded
ORD-00841,CUST-0203,PROD-0006,James Anderson,2022-12-15,7,502.7,3131.84,0.11,1198.18,Pending
ORD-00842,CUST-0116,PROD-0036,John Smith,2023-03-26,5,445.06,1913.74,0.14,265.06,Refunded
ORD-00843,CUST-0169,PROD-0023,David Wilson,2024-04-09,14,84.12,1048.16,0.11,341.48,Cancelled
ORD-00844,CUST-0006,PROD-0037,Jessica Martinez,2023-08-25,5,291.71,1400.19,0.04,540.18,Refunded
ORD-00845,CUST-0053,PROD-0026,Ashley Taylor,2023-01-26,13,219.3,2708.4,0.05,359.11,Cancelled
ORD-00846,CUST-0044,PROD-0007,Ashley Taylor,2022-04-06,6,206.42,1226.11,0.01,376.06,Completed
ORD-00847,CUST-0051,PROD-0005,Sarah Johnson,2022-07-11,13,148.21,1791.9,0.07,304.47,Refunded
ORD-00848,CUST-0095,PROD-0034,Michael Brown,2022-02-28,11,437.24,3799.62,0.21,848.3,Completed
ORD-00849,CUST-0138,PROD-0027,Emily Davis,2022-05-13,3,695.04,1876.61,0.1,696.37,Pending
ORD-00850,CUST-0053,PROD-0020,David Wilson,2024-06-10,16,413.01,6343.78,0.04,1728.85,Pending
ORD-00851,CUST-0184,PROD-0044,Sarah Johnson,2023-05-30,7,421.76,2952.3,0.0,421.61,Refunded
ORD-00852,CUST-0207,PROD-0016,John Smith,2023-09-12,19,52.13,772.54,0.22,183.91,Completed
ORD-00853,CUST-0166,PROD-0030,Michael Brown,2022-10-22,10,712.06,6408.5,0.1,2223.93,Refunded
ORD-00854,CUST-0046,PROD-0040,Sarah Johnson,2022-09-13,15,34.78,469.51,0.1,139.78,Refunded
ORD-00855,CUST-0243,PROD-0003,David Wilson,2023-12-17,6,471.67,2631.94,0.07,759.12,Completed
ORD-00856,CUST-0186,PROD-0047,Sarah Johnson,2023-12-16,16,627.89,9041.67,0.1,2970.72,Cancelled
ORD-00857,CUST-0194,PROD-0007,Emily Davis,2022-03-20,11,192.52,1905.92,0.1,284.84,Completed
ORD-00858,CUST-0007,PROD-0005,Emily Davis,2023-04-19,15,133.63,1803.96,0.1,584.1,Refunded
ORD-00859,CUST-0003,PROD-0017,Ashley Taylor,2022-02-08,5,689.19,3170.26,0.08,1029.08,Refunded
ORD-00860,CUST-0022,PROD-0036,Michael Brown,2022-03-11,15,592.9,8537.73,0.04,2955.15,Pending
ORD-00861,CUST-0005,PROD-0039,Michael Brown,2024-05-08,10,486.2,4716.18,0.03,1520.66,Completed
ORD-00862,CUST-0196,PROD-0001,John Smith,2023-11-19,5,338.17,1504.88,0.11,230.82,Pending
ORD-00863,CUST-0179,PROD-0004,Sarah Johnson,2023-03-29,17,60.75,867.54,0.16,273.21,Refunded
ORD-00864,CUST-0079,PROD-0029,Emily Davis,2023-12-08,1,621.9,615.68,0.01,131.27,Pending
ORD-00865,CUST-0233,PROD-0016,Jessica Martinez,2023-01-19,1,45.0,40.05,0.11,15.89,Pending
ORD-00866,CUST-0172,PROD-0005,Michael Brown,2023-11-28,4,111.23,355.94,0.2,124.27,Pending
ORD-00867,CUST-0107,PROD-0033,Emily Davis,2022-02-15,11,118.6,1200.22,0.08,345.71,Refunded
ORD-00868,CUST-0031,PROD-0015,Jessica Martinez,2023-03-15,12,332.91,3675.34,0.08,384.07,Completed
ORD-00869,CUST-0055,PROD-0030,Sarah Johnson,2023-02-03,9,671.12,5073.7,0.16,1069.0,Pending
ORD-00870,CUST-0078,PROD-0050,Michael Brown,2023-02-25,4,81.83,268.42,0.18,90.56,Cancelled
ORD-00871,CUST-0154,PROD-0021,Michael Brown,2022-04-08,13,459.51,4958.13,0.17,1942.15,Cancelled
ORD-00872,CUST-0163,PROD-0049,Sarah Johnson,2022-06-29,11,496.2,4148.2,0.24,1244.09,Cancelled
ORD-00873,CUST-0156,PROD-0038,John Smith,2022-01-19,17,111.04,1585.7,0.16,269.14,Pending
ORD-00874,CUST-0158,PROD-0049,Emily Davis,2022-01-22,10,498.52,4686.04,0.06,1070.99,Completed
ORD-00875,CUST-0036,PROD-0024,John Smith,2022-03-03,7,64.96,436.52,0.04,70.42,Pending
ORD-00876,CUST-0154,PROD-0029,John Smith,2024-01-13,11,845.58,9022.36,0.03,1761.72,Refunded
ORD-00877,CUST-0209,PROD-0019,Emily Davis,2023-10-26,8,576.68,3644.59,0.21,726.66,Pending
ORD-00878,CUST-0014,PROD-0043,Jessica Martinez,2023-07-07,8,96.69,657.46,0.15,140.99,Pending
ORD-00879,CUST-0162,PROD-0001,Michael Brown,2023-03-29,16,256.41,4020.58,0.02,634.2,Pending
ORD-00880,CUST-0024,PROD-0012,Ashley Taylor,2022-05-09,7,738.45,4858.97,0.06,599.84,Cancelled
ORD-00881,CUST-0185,PROD-0013,Ashley Taylor,2022-06-18,6,491.35,2505.86,0.15,478.44,Pending
ORD-00882,CUST-0221,PROD-0031,Ashley Taylor,2022-10-06,12,107.83,1164.56,0.1,175.07,Refunded
ORD-00883,CUST-0157,PROD-0048,John Smith,2023-06-02,5,69.68,278.74,0.2,94.23,Refunded
ORD-00884,CUST-0219,PROD-0006,Michael Brown,2023-03-14,10,605.96,5150.68,0.15,751.17,Cancelled
ORD-00885,CUST-0119,PROD-0020,Jessica Martinez,2023-01-25,13,416.87,4660.58,0.14,1138.36,Pending
ORD-00886,CUST-0121,PROD-0013,Jessica Martinez,2024-01-03,7,470.26,3291.83,0.0,1180.11,Refunded
ORD-00887,CUST-0237,PROD-0027,Sarah Johnson,2023-02-19,12,832.55,8991.52,0.1,1729.46,Refunded
ORD-00888,CUST-0236,PROD-0008,David Wilson,2022-02-09,19,709.09,12933.84,0.04,4253.75,Cancelled
ORD-00889,CUST-0182,PROD-0032,James Anderson,2023-06-06,12,376.32,3748.15,0.17,1106.72,Pending
ORD-00890,CUST-0123,PROD-0003,Michael Brown,2022-09-06,12,625.03,6300.35,0.16,1908.55,Cancelled
ORD-00891,CUST-0117,PROD-0044,Michael Brown,2023-09-12,8,365.02,2482.12,0.15,956.94,Completed
ORD-00892,CUST-0198,PROD-0006,Sarah Johnson,2022-04-30,13,579.45,6779.56,0.1,1870.13,Pending
ORD-00893,CUST-0109,PROD-0011,James Anderson,2024-06-16,9,209.73,1566.69,0.17,391.98,Cancelled
ORD-00894,CUST-0106,PROD-0049,Jessica Martinez,2024-01-22,3,494.83,1439.94,0.03,391.35,Pending
ORD-00895,CUST-0192,PROD-0014,Michael Brown,2022-10-03,13,186.09,2007.88,0.17,204.66,Refunded
ORD-00896,CUST-0025,PROD-0005,James Anderson,2022-01-02,14,140.85,1715.52,0.13,508.41,Pending
ORD-00897,CUST-0096,PROD-0012,Sarah Johnson,2022-06-30,7,772.03,4755.7,0.12,1192.65,Refunded
ORD-00898,CUST-0209,PROD-0014,Emily Davis,2023-08-04,2,136.39,220.95,0.19,75.73,Cancelled
ORD-00899,CUST-0105,PROD-0029,Sarah Johnson,2024-06-11,20,808.97,15694.02,0.03,4565.86,Cancelled
ORD-00900,CUST-0097,PROD-0008,Ashley Taylor,2022-03-29,11,674.91,7349.81,0.01,1252.66,Completed
ORD-00901,CUST-0016,PROD-0018,John Smith,2022-01-10,1,84.03,69.74,0.17,23.49,Completed
ORD-00902,CUST-0134,PROD-0001,Ashley Taylor,2022-08-05,17,297.92,3798.44,0.25,1247.44,Refunded
ORD-00903,CUST-0087,PROD-0039,Jessica Martinez,2024-02-15,12,567.9,5656.28,0.17,1147.79,Pending
ORD-00904,CUST-0171,PROD-0026,Sarah Johnson,2023-01-05,2,255.24,387.96,0.24,140.41,Completed
ORD-00905,CUST-0223,PROD-0045,David Wilson,2023-04-13,5,198.88,984.44,0.01,134.74,Pending
ORD-00906,CUST-0116,PROD-0040,John Smith,2023-01-13,16,34.15,475.32,0.13,141.68,Cancelled
ORD-00907,CUST-0163,PROD-0024,Ashley Taylor,2022-01-18,11,75.29,687.4,0.17,116.9,Refunded
ORD-00908,CUST-0157,PROD-0006,Sarah Johnson,2024-01-27,16,510.87,6130.44,0.25,2189.36,Refunded
ORD-00909,CUST-0156,PROD-0013,John Smith,2022-10-28,17,600.51,7962.74,0.22,2671.17,Pending
ORD-00910,CUST-0204,PROD-0006,Ashley Taylor,2023-05-25,18,499.99,6749.82,0.25,1620.23,Completed
ORD-00911,CUST-0170,PROD-0035,Sarah Johnson,2023-05-09,7,96.59,649.1,0.04,248.78,Completed
ORD-00912,CUST-0184,PROD-0002,Emily Davis,2023-03-22,11,481.08,4074.77,0.23,1344.24,Cancelled
ORD-00913,CUST-0122,PROD-0043,Ashley Taylor,2023-11-13,5,67.28,259.05,0.23,75.14,Completed
ORD-00914,CUST-0178,PROD-0022,Jessica Martinez,2024-03-25,19,311.67,4796.68,0.19,1344.05,Refunded
ORD-00915,CUST-0191,PROD-0048,Emily Davis,2024-01-05,18,78.55,1074.63,0.24,248.33,Pending
ORD-00916,CUST-0030,PROD-0019,Emily Davis,2022-09-23,3,430.09,1174.13,0.09,326.01,Completed
ORD-00917,CUST-0095,PROD-0009,John Smith,2023-08-10,13,901.27,10076.2,0.14,1012.69,Pending
ORD-00918,CUST-0100,PROD-0028,Michael Brown,2024-05-17,12,184.1,1767.36,0.2,671.91,Pending
ORD-00919,CUST-0102,PROD-0001,David Wilson,2022-04-20,15,319.62,4410.7,0.08,1521.01,Pending
ORD-00920,CUST-0175,PROD-0030,John Smith,2023-05-27,10,647.65,6217.4,0.04,1862.77,Cancelled
ORD-00921,CUST-0129,PROD-0045,Ashley Taylor,2022-11-13,19,174.37,2915.48,0.12,1016.35,Cancelled
ORD-00922,CUST-0248,PROD-0025,Emily Davis,2023-12-23,11,587.53,6204.27,0.04,1954.53,Completed
ORD-00923,CUST-0199,PROD-0012,Michael Brown,2024-06-05,13,818.07,9890.45,0.07,3407.3,Completed
ORD-00924,CUST-0101,PROD-0022,James Anderson,2023-07-16,16,260.34,3124.07,0.25,1022.55,Completed
ORD-00925,CUST-0187,PROD-0019,Sarah Johnson,2023-06-25,7,473.14,2715.82,0.18,718.07,Pending
ORD-00926,CUST-0193,PROD-0038,Ashley Taylor,2022-11-28,2,131.12,207.17,0.21,64.82,Pending
ORD-00927,CUST-0036,PROD-0029,Emily Davis,2023-08-15,10,831.48,6485.55,0.22,1056.69,Completed
ORD-00928,CUST-0186,PROD-0037,Michael Brown,2023-01-06,5,216.26,984.0,0.09,388.49,Completed
ORD-00929,CUST-0092,PROD-0031,Jessica Martinez,2022-04-09,2,113.38,219.95,0.03,56.01,Refunded
ORD-00930,CUST-0161,PROD-0047,David Wilson,2022-06-02,2,514.52,998.17,0.03,218.59,Pending
ORD-00931,CUST-0191,PROD-0025,James Anderson,2023-10-31,3,807.4,1961.99,0.19,705.27,Cancelled
ORD-00932,CUST-0168,PROD-0029,Emily Davis,2023-10-10,4,724.45,2810.88,0.03,384.01,Completed
ORD-00933,CUST-0147,PROD-0037,Ashley Taylor,2023-08-24,4,257.94,825.41,0.2,127.38,Refunded
ORD-00934,CUST-0147,PROD-0009,Michael Brown,2022-11-02,3,650.59,1600.46,0.18,574.03,Refunded
ORD-00935,CUST-0180,PROD-0002,Sarah Johnson,2024-04-12,18,536.78,7729.62,0.2,2002.17,Completed
ORD-00936,CUST-0193,PROD-0014,Michael Brown,2024-02-11,4,188.47,716.18,0.05,200.34,Completed
ORD-00937,CUST-0115,PROD-0021,Sarah Johnson,2023-07-23,5,320.56,1378.39,0.14,407.72,Cancelled
ORD-00938,CUST-0193,PROD-0003,Michael Brown,2024-05-21,4,436.79,1520.02,0.13,317.79,Refunded
ORD-00939,CUST-0001,PROD-0016,Ashley Taylor,2023-11-05,17,47.2,617.86,0.23,116.17,Pending
ORD-00940,CUST-0126,PROD-0045,Sarah Johnson,2023-08-14,12,191.05,1948.73,0.15,493.37,Completed
